Ticker,Current Ratio,Current ROA (TTM),Current ROI (TTM),Current ROE (TTM),Price/Cash Flow,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Annual Sales,Long Term Debt ,Book Value,Net Margin,5 Yr Hist. Div. Growth %,Dividend ,Cash Flow ,Net Income ,EBITDA ,5 Yr. Hist. EPS Growth,Beta,52 Week High,Last Close,Shares Outstanding ,12 Mo Trailing EPS,% Rating Hold,% Rating Strong Sell or Sell,% Rating Strong Buy or Buy,Market Cap 
CAK,0.87,-0.2,-0.25,-0.26,,,87,,38.91,6,1.2,-0.64,,0,-11.38301,-24.91,-10.36,,0.71,2.02,0.87,155.39,0.01,,,,135.19
CAKE,0.79,9.53,17.3,17.3,9.82,1.07,17.96,3.82,1757.62,0,9.8,0.05,,0,167.09199,95.72,206,11.1,1.67,33.83,29.64,54.64,1.65,65.22,0,34.78,1619.41
CALAQ,,,,,,,,,,,,,,0,,,,,1.54,0.06,0.004,4.42,,,,,0.02
CALD,1.55,-9.05,-15.73,-57.87,,,,-7.16,83.77,60.11999,0.44,-0.19,,0,-3.79601,-16.07,-8.82,,1.29,8.2,7.51,34.6,-0.34,20,0,80,259.84
CALI,1.57,6.65,17.84,17.84,1.84,,2.05,,452.15,0,2.48,0.02,,0,8.25699,8.03299,11.51,,0.23,2.17,0.84,22.16,0.41,,,,18.62
CALL,0.73,-0.93,218.31,218.31,154.36,,65.69,289.27,110.45,0,-1.21,-0.01,,0,3.32999,-0.83,3.66,,1.08,27,23.65,21.73,0.36,0,0,100,514.01
CALM,3.11,8.94,11.84,13.81,10.41,,15.03,7.45,941.98,76.41,19,0.06,48.54199,1.04299,85.789,60.83,129.27,,0.42,42.09,37.43,23.87,2.49,100,0,0,893.49
CALX,2.16,-0.75,-0.98,-0.98,15.97,1.68,,,344.67,0,5.87,-0.15,,0,23.54,-52.55,-25.83,,0.67,22.78,7.95,47.85,-0.08,33.33,16.67,50,380.44
CAM,2.17,7.62,11.03,14.25,14.33,0.97,19.06,9.72,6959,1574.19995,19.2,0.07,,0,870.70001,521.90002,941.70001,5.63,1.53,57.31,50.89,246.17,2.67,10,0,90,12527.79
CAMH,0.61,-183.29,-359.27,,,,,-28.79,2.21,0.01999,-0.13,-2.44,,0,-5.32801,-5.39,-5.25,,1.48,0.26,0.08,100.11,-0.04,0,0,100,8.01
CAML,0.03,-640.74,,,,,,,,0.10999,-0.13,,,0,-0.073,-0.07001,-0.06056,,0.6,1.5,0.15,2.01,,,,,0.3
CAMP,1.38,8.46,19.86,23.29,150.82,,29.88,-9.63,114.33,4.46,0.79,,,0,0.948,-3.28,1.05999,,1.72,5.33,5.08,28.72,0.17,0,0,100,145.9
CAMT,2.4,8.04,13.93,14.22,6.57,,8.54,5.43,107.03,2.08999,2.02,0.05,,0,7.872,5.36999,5.63,,1.9,3.95,2.39,29.72,0.28,,,,71.03
CANMQ,,,,,,,,,,,,,,0,,,,,4.29,0,0.0006,11.14,,,,,0.01
CANO,0.03,-1.28,-5.86,-5.86,0.05,,,,26.13,0,-1.17,-7.11,,0,13.57299,-185.7,-177.49001,,1.75,0.57,0.014,47.06,-0.13,,,,0.66
CAON,0,-4896.69,,,,,,,0,0,-0.01,,,0,-0.47,-0.34001,-0.47,,0.25,0.02,0.004,67.31,,,,,0.27
CAP,0.95,4.94,6.18,18.25,4.33,0.63,8.21,10.3,125.71,540.48999,12.89,0.4,,0,78.246,50.18,114.76999,15.48,1.73,26.82,17.57,19.3,2.14,0,0,100,339.01
CAPB,,,,,,,,,,,,,,0,,,,,1.63,0.11,0.015,4.16,,,,,0.06
CAPS,132.09,-34.56,-36.39,-36.39,,,,,,0,0.36,,,0,-9.601,-9.71001,-9.75,,0.41,0.47,0.2,40.88,-0.16,,,,8.18
CAR,1.05,1.69,6.55,42.61,0.79,2.01,7.9,-4.92,5900,3168,3.92,0,,0,1696,-29,2031,-2.36,4.93,19.2,12.79,105.5,1.62,25,0,75,1349.31
CARB,1.33,-23.12,-74.67,-74.67,,,,,60.51,,1.1,-0.39,,0,,-23.53001,,,-0.01,17.14,9.63,25.24,-2.69,0,0,100,243.09
CART,,-0.6,-6.1,-6.1,,,,12.27,14.11,,10.8,-0.15,,0,,-2.11,,,0.51,3.36,2.135,2.53,-0.4,,,,5.41
CARV,1.19,-3.18,-13.23,-382.45,,,,-6.26,43.58,112.63999,4.81,,-16.79101,0,-18.237,-39.52001,-17.44001,,0.37,16.79,5.9999,3.7,-92.06,,,,22.18
CAS,3.28,1.97,2.88,4.01,8.75,,22.51,-9.68,1132.37,314.23999,13.55,0,,0,32.617,-1.75,20.67,-44.05,1.7,18.95,12.38,23.01,0.55,0,0,100,284.85
CASA,,,,,0.7,,,,72.02,5.15,,,,0,3.049,-0.84,2.78999,,-0.11,1.4,0.65,3.41,,,,,2.22
CASC,3.75,13.83,17.3,19.09,7.87,1.24,9.48,-5.09,535.77,4.94999,28.05,0.12,-6.7801,0.89999,65.774,63.04,96.33999,-3.96,1.88,59.32,46.73,11.09,4.93,25,0,75,518.19
CASDY,,,,,,,,,4451.94,1370.28002,,,,0.09047,269.29901,292.82998,522.05999,,0.62,21.59,8.01,58.21,,,,,466.24
CASH,0.39,0.68,7.85,10.48,2.82,,7.89,16.97,96.55,21.30999,26.81,0.05,0,0.51999,23,4.63,21.19,23.16,1.01,22.3,20.82,3.19,2.64,,,,66.44
CASI,,,,,,,,,,,,,,0,,,,,-0.11,0,0.0001,19.07,,,,,0
CASM,7.19,-29.84,-35.98,-87.16,,,,-10.06,22.45,0,0.38,-0.27,,0,-5.575,-6.08,-5.7,,0.32,3.14,2.22,13.61,-0.53,,,,30.23
CASS,0.84,1.77,14.83,14.83,14.46,,17.38,3.95,106.54,0,15.5,0.22,10.899,0.60636,27.52899,23,36.02,6.06,0.55,41.5,38.43,10.38,2.21,,,,399.02
CAST,1.31,7.06,10.61,11.12,5.21,,6.73,,77.88,13.63,5.96,,,0,40.48799,19.94,42.45999,,1.04,6.76,4.24,49.8,0.63,0,0,100,211.16
CASY,0.92,6.91,10.34,25.85,10.59,1.68,17.95,7.63,5635.24,678.67999,12.76,0.02,24.731,0.50499,195.50199,94.62,263.05999,18.42,0.57,56.02,54.57,38.08,3.04,50,0,50,2078.03
CAT,1.34,6.95,13.62,39.06,8.52,0.51,13.03,1.26,60138,24944,20,0.08,6.68809,1.79999,7726.35205,4928,10474,-1.7,1.85,116.2,101.75,647.53,7.81,26.32,0,73.68,65886.48
CATC,0.61,1.04,9.99,13.15,12.75,,10.64,,65.81,30,25.95,0.19,4.4597,1.41999,10.277,12.47,14.8,,-0.02,37,34.7,3.72,3.26,,,,129.19
CATM,0.68,9.23,13.68,63.14,9.64,1.18,21.48,8.57,624.58,368.63,2.58,0.11,,0,116.29299,70.23,144.11,80.68,1.42,28.48,25.56,44.05,1.19,22.22,0,77.78,1125.97
CATO,2.73,11.89,17.81,17.81,8.68,,12.42,2.2,931.46,0,13.38,0.07,7.2673,0.875,86.65399,64.83,122.11,15.49,0.77,30.74,27.44,27.42,2.21,,,,752.41
CATS,0.38,-348.87,,,,,,-71.83,0.26,0,-0.21,-31.19,,0,-4.79,-8.11,-1.60001,,2.76,2.88,0.295,21.39,-0.65,,,,6.31
CATY,0.85,0.95,5.16,8.1,11.53,1.62,15.95,-4.48,504.46,415.92999,16.08,0.2,-50.225,0.03999,116.41999,100.15,245.94,-22.47,1.1,18.19,17.07,78.66,1.07,60,0,40,1342.69
CAVM,3.78,7.98,9.53,9.57,54.73,,50.33,51.79,259.2,0.70999,6.34,0,,0,25.70299,0.02999,21.44,49.84,1.43,47.6,28.69,49.41,0.57,25,5,70,1417.52
CAVO,,,,,0.89,,,,61.09,6.21999,,,,0,0.85199,-5.23001,2.79999,,0.41,1.41,0.25,4.09,,,,,1.02
CAVR,,,,,,,,,2.25,,,,,0,,,,,-0.1,0.06,0.008,1.08,,,,,0.01
CAW,3.37,1.39,1.87,1.87,47.92,,67.14,-5.6,49.51,0.00197,3.63,0.01,-6.647,0.28,0.69199,0.49,1.1509,-45.13,0.6,6.35,4.7,7.05,0.07,,,,33.16
CAZA,,,,,,,,,,,,,,0,,,,,0,9.88,9.84,5.75,,,,,56.58
CB,0.2,2.92,7.64,9.53,11.41,1.26,13.57,2.05,13227,3575,56.01,0.13,6.951,1.55999,1696.15405,1678,2404,-1.87,0.51,71.01,69.61,270.41,5.13,31.58,10.53,57.89,18823.38
CBAI,0.21,-77.13,-337.51,-10616.36,,,,,4.13,0,0.01,,,0,-6.58901,-8.09301,-2.33,,1.86,0.4,0.0221,107.45,-0.02,,,,2.37
CBAK,0.65,-3.08,-9.16,-10.31,114.87,,,7.63,218.95,17.43,2.12,-0.11,,0,0.6,-24.53001,6.21,,1.57,1.74,1.08,63.82,-0.23,,,,68.92
CBAN,0.81,0.21,1.33,3.72,4.57,,35.25,-10.11,61.74,95.22,8.17,0.04,-17.13,0,7.80399,2.52999,12.75,-45.59,0.77,5.05,4.23,8.44,0.12,,,,35.7
CBB,0.9,2.05,2.95,,2.46,0.91,16.87,1.66,1462.4,2520.60009,-4.31,0.01,,0,309.20001,18.6,510.5,-5.48,1.45,4.18,3.88,197,0.23,77.78,0,22.22,764.34
CBCO,1.15,0.08,0.42,1.54,10.28,,,0.81,38.54,75.66,9.06,0.01,,0,0.97699,0.34999,2.34999,,1,4.5,3.87,2.6,-0.8,,,,10.04
CBCR,0.93,-1.8,-65.82,,,,,-14.06,145.54,149.14999,-2.77,-0.31,,0,-45.605,-45.42,-42.89,,1.51,0.38,0.34,41.04,-1.21,,,,13.95
CBD,1.28,2.76,6.12,9.34,12.55,1.12,23.11,32.98,26821.79,2217.78002,24.18,0.02,-13.68201,0.39994,941.59802,431.89999,907.65002,,0.97,49.64,47.14,250.76,2.04,0,33.33,66.67,11820.83
CBE,1.57,9.54,12.69,17.44,12.46,0.97,16.04,-3.4,5409.4,1096.19995,22.36,0.15,7.2066,1.15999,769.40002,827.59997,952.70001,2.81,1.52,67.11,60.63,158.94,3.78,35.71,0,64.29,9636.35
CBEH,,,,,0.46,,,,438.68,0,,,,0,55.449,53.81,55.86999,,0.51,2.12,0.75,39.5,,,,,29.63
CBEV,,,,,,,,,,0,,,,0,-0.33001,-0.33001,-0.33001,,0.06,0.07,0.04,3.79,,,,,0.15
CBEX,,,,,,,,,,,,,,0,,,,,0.62,0.07,0.05,23.43,,,,,1.17
CBEY,0.66,-3.19,-4.67,-4.67,3.56,,,16.86,485.42,0,5.4,-0.02,,0,61.90599,-7.98001,67.58999,-56.47,1.31,14.44,7.27,30.7,-0.27,81.82,0,18.18,223.21
CBG,1.32,5.43,9.08,24.93,13.24,0.96,17.57,-0.15,5905.41,2611.17993,4.32,0.04,,0,452.50799,239.16,704.15002,-20.22,2.51,29.7,18.27,327.94,1.04,0,0,100,5991.41
CBGH,,,,,,,,,,,,,,0,,,,,1.94,1.05,0.0145,0.48,,,,,0.01
CBHR,,,,,,,,,,,,,,0,,,,,-0.36,0.05,0.05,3.4,,,,,0.17
CBI,0.95,8.22,21.55,22.1,12.42,0.83,16.1,-1.66,4550.54,0,12.15,0.06,-3.27111,0.2,329.36499,255.02999,433.17001,24.51,2.27,47.4,41.53,97.74,2.58,14.29,0,85.71,4059.31
CBIN,0.93,0.94,4.01,14.85,4.36,,7.33,-6.98,42.72,122.87,15.5,0.17,-15.348,0.4,9.82999,7.40999,14,16.49,0.53,14,12.9,3.32,1.76,,,,42.85
CBK,1.89,-23.95,-37.43,-38,,,,-7.2,412.8,8.02999,2.48,-0.17,0,0.18,-29.67901,-71.06,-51.24001,-47.76,1.77,6.98,1.87,36,-1.41,100,0,0,67.33
CBKN,,-2.95,-10.52,-15.6,32.18,,24,,45.59,155.32,2.6,,0,0,-57.806,-61.46,-37.01,,0.76,4.55,2.4,85.8,0.1,,,,205.93
CBL,0.54,2.13,2.22,10.45,7.25,2.23,8.21,0.97,1067.34,4489.35009,9.91,0.13,-21.97501,0.83999,371.647,133.92999,712.51,-12.13,3.34,19.32,18.15,148.56,2.21,38.46,15.38,46.15,2696.36
CBLI,3.14,-60.35,-125.98,-125.98,,,,68.98,8.79,0,0.63,-0.46,,0,-23.31501,-4.01001,-4.7,,1.74,8.24,1.62,35.61,,0,0,100,57.69
CBLRF,,,,,,,,,,,,,,0,,,,,1.02,0,0.0019,468.72,,,,,0.89
CBLUY,,,,,,,,,,,,,,0,,,,,,0,0,35.42,,,,,0
CBLY,0.79,19.13,28.21,28.21,5.63,,,,24.37,0,1.29,,,0,5.17,11.96,12.56999,,0,3.25,0.97,30.01,,0,0,100,29.11
CBM,2.31,3.88,7.01,11.71,5.18,,14.09,-7.18,255.65,98,3.4,0.04,,0,36.85499,10.96,45.41999,42.72,1.23,8.32,6.48,29.62,0.46,100,0,0,191.91
CBMC,0.06,-31.94,,,,,,-2.51,0.57,0,-0.01,-1.21,,0,-0.5,-0.69,-0.56001,,0.26,0.03,0.0077,700.17,,,,,5.39
CBMX,7.73,-75.26,-84.25,-85.51,,,,-15.69,4.56,0.17,0.76,-1.67,,0,-7.60501,-7.59001,-7.58,,-0.01,3.79,1.24,10.7,-0.81,,,,13.27
CBNC,,,,,,,,,,,,,-45.68601,0.1,,,,,0.37,18,15.65,1.08,,,,,16.92
CBNJ,0.98,0.18,0.66,1.33,32,,48.25,6.77,51.78,144.00999,10.94,0.15,,0,3.21199,7.98,-3.97001,,0.56,10.39,7.72,13.31,0.16,50,0,50,102.78
CBNK,1.09,0.19,0.71,1.21,38.63,,66.67,-0.2,27.5,59.25999,15.81,0.04,,0,2.07999,1.1,3.7,,0.31,14.69,14,5.61,0.21,,,,78.54
CBOE,3.63,42.96,61.82,61.82,13.76,1.17,17.13,,508.14,0,2.63,0.27,,0.43999,175.83,139.39999,275.13,,0.04,29.56,26.9,88.77,1.57,73.33,13.33,13.33,2387.89
CBONQ,,,,,,,,,,,,,,0,,,,,-4.02,0.1,0.0035,11.98,,,,,0.04
CBOU,2.72,6.72,9.51,9.51,16.32,1.49,39.66,6.03,326.5,0,4.86,0.11,,0,22.288,35.22,28.76,91.41,1.53,18.64,17.45,20.95,0.44,0,0,100,365.51
CBP,5.17,24.48,27.51,27.51,1.03,,1.01,,72.71,0,3.05,0.36,,0,26.86899,25.90999,30.59,,0.36,1.56,0.74,37.24,0.73,,,,27.56
CBPO,2.71,12.31,17.48,17.48,4.43,,9.98,42.01,153.09,0,7.01,0.2,,0,51.23799,31.37999,56.83,,0.96,16.47,8.88,25.6,0.89,,,,227.34
CBR,1.45,1.41,2.1,2.44,8.1,2.91,32.23,-0.21,976.93,41.38,4.94,-0.07,,0,37.366,-67.26001,19.65999,-26.2,1.94,6.75,4.19,72.75,0.13,0,0,100,304.83
CBRL,1.02,6.68,10.59,31.05,8.44,1.3,14.72,0.63,2434.44,550.14001,13.98,0.03,9.60869,0.87999,152.272,85.19999,229.96,10.84,0.89,57.86,55.93,22.99,3.8,66.67,33.33,0,1286.06
CBRX,5.15,78.29,178.11,185.67,2.87,,3.38,17.84,43.06,0,0.24,0.48,,0,20.49799,20.52,20.72999,,1.18,3.6,0.675,87.33,0.2,,,,58.95
CBS,1.41,5.03,8.32,13.35,11.01,0.76,16.31,-0.27,14245,5958,15.14,0.09,-25.879,0.34999,1880,1305,3080,-9.02,2.24,33.91,31.64,649.08,1.94,29.17,0,70.83,20537.02
CBS.A,1.41,5.03,8.32,13.35,11.59,,16.49,-0.27,14245,5958,14.81,0.09,-25.879,0.34999,1880,1305,3080,-12.13,2.23,34.27,31.99,669,1.94,100,0,0,21401.31
CBSH,0.58,1.28,11.46,12.06,10.81,2,13.69,-3.44,1090.89,111.80999,24.41,0.23,2.7983,0.88713,322.053,256.33999,452.16,2.64,0.54,41.72,39.16,89.04,2.86,83.33,16.67,0,3486.77
CBSO,,,,,,,,,,,,,,0,,,,,-1.18,0.01,0.0022,4.7,,,,,0.01
CBST,4.13,5.92,7.4,12.81,18.46,1.77,31.47,29.04,753.97,634.47998,12.99,0.04,,0,135.41999,33.02,176.42999,27.74,0.54,44.72,40.6,62.95,1.29,28.57,0,71.43,2555.73
CBT,2.46,6.62,9.38,12.7,7.99,1.35,13.26,3.03,3101,556,25.38,0.08,0,0.72,341,236,386,18.47,1.75,47.41,41.65,63.06,3.14,28.57,0,71.43,2626.24
CBTEQ,0.42,-5.26,-8.63,-249.52,,,,,0.61,2.16,-0.02,,,0,-0.475,-1,-0.24,,1.05,0.07,0.0341,12.66,,,,,0.43
CBU,0.77,1.22,4.9,10.55,11.34,1.36,13.34,3.52,360.19,830.32,21.02,0.2,5.19869,1,91.07499,73.13999,153.61,10.71,0.57,29.38,28.02,39.2,2.1,66.67,0,33.33,1098.27
CBZ,1.29,3.67,5.6,11.38,5.97,,10.93,3.67,733.8,264.76998,5.21,0.04,,0,53.93399,28,89.66,6.5,0.5,7.65,6.45,50.1,0.59,33.33,0,66.67,323.14
CBZFF,,,,,,,,,,,,,,0,,,,,1.67,0,0.0023,104.56,,,,,0.24
CCALF,,,,,4.11,,,,181.8,,,,,0,48.79999,23.5,,,0.87,6.73,6.56,30.58,,,,,200.61
CCBC,0.88,0.41,4.25,6.05,10.74,,16.94,,5.67,0,9.99,0.08,,0,0.731,0.43999,1.14999,,-0.03,11.99,10.5,0.75,0.62,,,,7.85
CCBD,,,,,,,,,38.37,74.05999,,,,0,-13.42801,-14.63001,-5.51001,,0.84,0.17,0.011,3.74,,,,,0.04
CCBG,0.89,0.19,1.33,1.9,8.14,11.78,26.41,-8.46,158.31,107.48999,14.68,0.03,-16.09601,0.3,16.14699,4.88999,20.36,-34.41,0.72,12.43,7.66,17.18,0.29,85.71,14.29,0,131.61
CCC,2.4,7.7,10.71,10.94,12.72,1.54,20.53,11.25,541.47,1.1,6.65,0.07,,0,64.984,39.22,80.72,291.42,0.76,17.83,14.58,56.84,0.71,42.86,0,57.14,828.77
CCCGY,,,,,,,,,33266.47,5086.14013,,,25.63299,0.39664,1721.67004,1173.38,2178.17993,,0.13,20.78,19.59,221.38,,100,0,0,4336.74
CCCL,1.82,19.06,26.67,27.74,1.15,0.11,1.39,,231.36,9.3,10.14,0.2,,0,53.28099,45.66999,69.73,99.51,0.52,5.79,3.36,18.25,2.42,0,0,100,61.33
CCDM,,,,,,,,,,,,,,0,,,,,3.06,4.8,0.0016,8.54,,,,,0.01
CCE,1.45,7.72,12.09,22.85,8.26,,12.64,-20.17,8284,2996,9.29,0.09,21.94799,0.50999,1036,749,1351,10.85,1.2,29.82,27.43,300.33,2.17,40,0,60,8237.92
CCEL,1.33,-11.04,,,,,,-0.01,17.9,0,-0.21,-0.12,,0,-1.53,-2.09,0.1,,1.38,3.67,2.4,11.76,-0.18,,,,28.23
CCF,2.56,7.91,10.29,11.19,8.48,,13.51,-0.21,123.04,8.26,10.08,0.09,8.571,0.34999,15.991,10.93,21.42,-1.26,0.85,17.4,15.13,9.04,1.12,0,0,100,136.77
CCFH,,,,,,,,,,,,,,0,,,,,1.63,0.8,0.34,3.61,,,,,1.23
CCG,0.47,0.82,0.9,1.59,13.3,,14.92,,94.79,268.95999,7.53,0.04,,0.63999,25.14999,3.73,32.54,,0.04,13.12,10.89,31.02,0.73,40,0,60,337.86
CCGM,1.09,-14.38,-51.37,-63.64,,,,,27.56,6.32999,1.4,,,0,-17.77001,-22.3,-10.13001,,1.82,1.56,0.14,20.04,,,,,2.81
CCGY,2.89,16.42,20.38,20.86,0.78,,0.9,,58.96,4.23,1.56,,,0,10.86999,6.36,12.39,,1.37,0.87,0.27,31.51,0.3,,,,8.51
CCH,1.07,3.65,5.65,9.28,6.57,1.38,16.53,0.96,9026.43,2694.37011,11.08,0.04,3.02979,0,986.234,379.95001,1074.11999,,1.52,28.66,17.69,366.14,1.07,0,100,0,6476.95
CCHI,,,,,,,,,,,,,,0,,,,,11.7,0.55,0.05,0.36,,,,,0.02
CCI,1.49,1.73,1.9,7.6,18.17,1.58,97.98,14.2,2032.73,6853.18017,8.39,0.08,,0,843.604,171.07,1343.27001,,1.22,54.95,53.89,284.47,0.55,25,0,75,15330.09
CCIH,3.22,-0.91,-1.26,-1.26,17.11,,,,98.26,0.67,4.4,0.03,,0,7.407,3.25,-0.33001,,0.63,18.51,5.46,24.18,-0.07,0,20,80,132.04
CCIX,3.9,4.88,5.88,80.45,3.83,0.73,7.97,0.87,867.36,302.92999,1.61,0.02,,0,40.22,17.44,74.58,-6.57,1.41,16.83,8.85,17.45,1.11,50,0,50,154.45
CCJ,3.65,6.82,8.7,10.16,9.85,0.85,15.15,2.09,2396.44,943.42999,13.09,0.19,18.649,0.40841,789.78698,443.89001,733.91998,-0.57,1.62,30.69,19.7,394.76,1.3,20,0,80,7776.85
CCK,1.14,5.77,12.74,314.34,9.12,1.17,13.08,2.2,8644,3337,-1.58,0.03,,0,609,282,995,19.43,0.7,41.19,36.76,148.79,2.81,22.22,0,77.78,5469.37
CCL,0.33,4.54,5.57,7.44,5.42,2.1,13.77,3.78,15793,8053,39.69,0.12,-16.647,1,3433,1912,3799,-5.66,1.42,41.34,31.25,595.96,2.27,46.67,0,53.33,18623.88
CCLAY,,,,,9.69,1.57,,,5018.29,1464.51,,,16.665,0.99593,615.97601,505.31201,732.79998,,0.84,26.81,25.53,378,,0,0,100,9650.39
CCM,3.39,3.44,3.78,3.86,4.84,,12.53,,71.52,17.62999,6.82,-0.47,,0,36.865,-33.58001,44.20999,,0.14,5.86,3.76,47.45,0.3,0,0,100,178.42
CCME,,,,,0.06,,,,95.93,0,,,,0,41.71099,41.70999,56.75,,3.04,11.88,0.1,36.9,,,,,3.69
CCMI,,,,,,,,,,,,,,0,,,,,-0.91,0,0.0001,,,,,,0
CCMO,2.09,-1.76,-2.34,,0.2,,,,6161.35,19938.52929,-316.94,-0.04,,0,656.85998,-268.01999,2023.57995,,0.78,8.3,5.48,23.58,-3.62,,,,129.19
CCMP,10.67,7.61,8.32,8.32,11.28,1.17,18.22,6.36,445.44,0.002,24.75,0.12,,0,75.652,51.65999,102.9,12.6,0.96,52.5,36.63,22.8,2.01,0,0,100,835.13
CCMTF,,,,,,,,,,,,,,0,,,,,0,0,0.0001,7.06,,,,,0
CCNE,0.65,0.99,6.54,12.15,9.81,,12.89,5.28,76.43,95.06999,10.68,0.2,1.15279,0.66,19.964,15.1,29.44,3.66,0.64,17.32,15.85,12.42,1.23,50,0,50,196.84
CCNI,1.2,-23.77,-3238.52,-3238.52,20.84,,40,,81.92,0,0.01,,,0,-0.16,-1.56,0.00999,,0.08,0.5,0.4,57.57,0.01,,,,23.03
CCO,2.02,0.71,0.96,1.84,5.61,35.63,54.29,-3.13,3003.87,2522.10009,7.7,0.01,,0,482.58999,42.93999,780.96997,-38.54,1.76,15.06,7.6,356.05,0.14,80,0,20,2705.97
CCOHY,,,,,28.22,,,,1463.12,426.41,,,71.71299,0.69362,90.486,79.01,104.61,,0.59,54.25,45.56,71.74,,0,0,100,3268.25
CCOI,5.71,1.29,1.41,4.7,11.6,5.18,108.65,13.47,305.5,374.6,3.58,0.02,,0,72.99199,7.53999,105.54,,1.25,19.98,18.47,45.94,0.17,27.27,9.09,63.64,848.59
CCOM,1.22,0.92,4.31,5.77,5.7,,,-0.42,79.56,2.17,0.53,0,,0,0.59399,0.23,1.37999,,0.49,0.65,0.37,9.15,-0.05,,,,3.39
CCOZY,,,,,1.93,,,,13604.82,1587.21997,,,,0.38703,1626.11401,1205.53002,2148.57006,,0.33,29.46,22.33,205.33,,100,0,0,4585.09
CCRN,2.26,1.2,1.44,1.64,9.95,1.86,34.79,-10.27,503.99,25.04,7.98,0.01,,0,15.288,4.09,22.27,-39.69,1.23,7.93,4.87,30.76,0.14,100,0,0,149.81
CCRT,1.59,-0.4,-1.09,-3.75,4.51,,,-33.41,195.91,176.39999,3.17,0.68,,0,28.65999,134.00999,28.37999,,2.18,6,5.37,21.95,,,,,117.86
CCRY,,,,,,,,,,0,,,,0,-0.26101,-0.27001,-0.25201,,-9.2,0.02,0.01,32.25,,,,,0.32
CCSC,4.71,1.39,1.63,1.63,27.87,1.18,124.07,,162,0,4.94,-0.01,,0,7.79799,-1.10501,14.93999,,0.36,18.2,8.685,25.02,0.07,33.33,33.33,33.33,217.3
CCSI,,,,,,,,,,,,,,0,,,,,0.51,0,0.0003,20.99,,,,,0.01
CCTR,,,,,0.11,,,,78.19,0.37999,,,,0,4.23099,4.19999,4.88,,1.65,0,0.0003,2977.35,,,,,0.89
CCU,1.55,8.11,11.43,14.89,19.6,1.77,22.31,12.61,1867.4,326.04998,22.58,0.15,3.3185,0.71143,236.39999,283.07998,377.35,,0.67,81,72.74,63.7,3.26,25,0,75,4633.61
CCUR,2.72,-7.74,-14.08,-14.08,349.85,,,-2.39,66.8,0,3.14,-0.05,,0,0.09499,-3.25,0.72,,1.12,6.43,3.6,9.2,-0.51,0,0,100,33.13
CCYG,0.01,-486,,,,,,,,0.27,-0.02,,,0,-0.74001,-0.79001,-0.71,,0.32,0.05,0.0375,74.56,,,,,2.8
CDBT,,,,,,,,,,,,,,0,,,,,0.81,0.3,0.1,30,,,,,3
CDCAQ,,,,,9.18,,,,317.84,0.23,,,,0,18.57999,-40.08001,-2,,3.67,4.86,4.85,35.18,-0.66,,,,170.63
CDCO,16.29,-5.49,-8.54,-8.54,,,,,1.3,0,6.32,-1.21,,0,-1.54101,-1.58001,0.68999,,0,9.15,5.25,4.03,-0.63,,,,21.15
CDCSY,0.86,2.75,4.64,4.65,6.65,,32.22,,212.88,0.23999,4.95,,,0,44.351,6.59,31.87,,0.33,10.31,10.31,27.32,0.32,,,,281.64
CDDJ,,,,,,,,,,,,,,0,,,,,-2.92,0.02,0.0018,5.75,,,,,0.01
CDE,1.84,6.94,9.23,10.6,4.32,,8.7,39.37,1021.2,285.64001,23.84,0.09,,0,452.957,93.48999,471.14001,,1.59,34.61,21.84,89.9,2.51,57.14,0,42.86,1963.33
CDGD,0.02,-252.74,,,,,,,,0,-0.37,,,0,-1.30701,-1.42,-1.16,,-0.01,0.21,0.072,3.51,-0.42,,,,0.25
CDI,2.47,2.59,3.88,3.88,17.09,,32.76,-7.03,1059.8,0,13.92,0.01,1.82509,0.51999,20.21999,14.82999,31.12999,-45.19,1.93,18.47,18.02,19.18,0.55,100,0,0,345.66
CDII,2.74,5.07,6.83,6.91,3,,6.82,1.42,187.81,0.1,2.22,0.05,,0,10.092,9.31,9.8,,1.62,1.34,0.75,40.77,0.11,,,,30.58
CDIR,,,,,,,,,,,,,,0,,,,,2.69,0.18,0.07,5.24,,,,,0.37
CDNS,1.05,5.18,15.09,26.73,14.38,1.25,33.47,-10.89,1149.83,131.91999,1.51,0.06,,0,215.598,72.22,259.35,-20.34,1.48,12.42,11.38,274.44,0.34,14.29,0,85.71,3123.13
CDOC,,,,,,,,,13.22,13.22999,,,,0,-8.75301,-9.43001,-6.89,,6.69,0.1,0.089,49.33,,,,,4.39
CDOM,18.31,-5.27,-5.79,-5.79,,,,,0.44,0,0.06,,,0,-0.24,11.39,-0.24,,0.05,0.12,0.066,230.29,,,,,15.2
CDR,1.64,-0.29,-0.3,-1.01,11.29,,10,2.15,135.41,877.94,5.84,-0.76,-25.39501,0.36,30.11,-103.56,67.02999,,1.81,5.99,5,69.32,0.5,60,20,20,346.58
CDSG,,,,,,,,,,,,,,0,,,,,6.21,0.4,0.105,31.55,,,,,3.31
CDTI,1.72,-19.85,-37.25,-45.93,,,,75.27,61.6,4.53,2.75,-0.12,,0,-5.09001,-7.31,-3.72001,,2.14,8.45,3.47,7.22,-1.71,0,0,100,25.05
CDURQ,1.84,-0.52,-0.71,-0.97,5.95,,,,865.18,262.48999,4.33,,,0,56.73899,30.65999,97.23,,3.88,1.99,0.83,144.98,,,,,120.33
